id;listing_url;name;host_id;host_name;host_is_superhost;neighbourhood_cleansed;property_type;room_type;bathrooms_text;bedrooms;beds;amenities;price;number_of_reviews;first_review;last_review;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;reviews_per_month
32839244;https://www.airbnb.com/rooms/32839244;The Schinkel, 66m2 canal-side flat in Amsterdam;247043432;Rowan;f;Zuid;Entire apartment;Entire home/apt;1 bath;1.0;2.0;"[""Carbon monoxide alarm"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Oven"", ""Patio or balcony"", ""Private entrance"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Fire extinguisher"", ""Bathtub"", ""Kitchen"", ""Ethernet connection"", ""Cooking basics"", ""Dishwasher"", ""Host greets you"", ""Dedicated workspace"", ""Paid parking off premises"", ""Essentials"", ""Extra pillows and blankets"", ""Cleaning before checkout"", ""Bed linens"", ""Heating"", ""Waterfront""]";180.0;8;2019-03-24;2019-04-29;93;9.0;9.0;10.0;10.0;9.0;9.0;0.38
32843457;https://www.airbnb.com/rooms/32843457;THE LOFT @Ortelius;40363852;Mehmet;f;Bos en Lommer;Entire apartment;Entire home/apt;1 bath;2.0;2.0;"[""Microwave"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""First aid kit"", ""Dishes and silverware"", ""Smoke alarm"", ""Private entrance"", ""TV"", ""Wifi"", ""Smart lock"", ""Hot water"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Kitchen"", ""Iron"", ""Essentials"", ""Hair dryer"", ""Heating"", ""Washer"", ""Breakfast""]";206.0;2;2019-03-10;2019-06-08;100;10.0;10.0;10.0;10.0;9.0;10.0;0.09
32858756;https://www.airbnb.com/rooms/32858756;A modern day sanctuary near the best area: Jordaan;1464510;Wendy And Bram;f;Westerpark;Entire apartment;Entire home/apt;1 bath;1.0;1.0;"[""Wifi"", ""Oven"", ""Microwave"", ""Garden or backyard"", ""Private entrance"", ""Dishwasher"", ""Hangers"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Dedicated workspace"", ""Essentials"", ""Kitchen"", ""Bed linens"", ""BBQ grill"", ""TV"", ""Heating"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Stove""]";168.0;8;2019-04-08;2019-05-02;57;8.0;5.0;7.0;5.0;9.0;6.0;0.39
32861412;https://www.airbnb.com/rooms/32861412;PRIVATE apartment in Canal House, Jordaan, Center;221374705;Emmy'S Bnb;t;Centrum-West;Private room in apartment;Private room;1 private bath;1.0;2.0;"[""Microwave"", ""Lock on bedroom door"", ""Private living room"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Private entrance"", ""Cable TV"", ""TV"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Fire extinguisher"", ""Kitchen"", ""Cooking basics"", ""Iron"", ""Paid parking off premises"", ""Essentials"", ""Bed linens"", ""Hair dryer"", ""Heating""]";75.0;17;2019-03-10;2020-10-25;99;10.0;10.0;10.0;10.0;10.0;10.0;0.79
32888043;https://www.airbnb.com/rooms/32888043;Guesthouse Anno 1659 - Amsterdam city centre;247427991;Rob;t;Centrum-West;Private room in apartment;Private room;1 private bath;1.0;1.0;"[""Lock on bedroom door"", ""Carbon monoxide alarm"", ""Private living room"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Paid parking on premises"", ""Cable TV"", ""TV"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Luggage dropoff allowed"", ""Host greets you"", ""Long term stays allowed"", ""Paid parking off premises"", ""Essentials"", ""Extra pillows and blankets"", ""Bed linens"", ""Hair dryer"", ""Heating""]";60.0;108;2019-04-14;2020-09-29;97;10.0;10.0;10.0;10.0;10.0;10.0;5.31
32905830;https://www.airbnb.com/rooms/32905830;Private island in the heart of Amsterdam;203731852;SWEETS Hotel;t;Centrum-Oost;Room in serviced apartment;Hotel room;1 bath;1.0;1.0;"[""Single level home"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Oven"", ""Patio or balcony"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Shampoo"", ""Air conditioning"", ""Kitchen"", ""Cooking basics"", ""Dishwasher"", ""Host greets you"", ""Long term stays allowed"", ""Paid parking off premises"", ""Essentials"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Waterfront""]";979.0;1;2019-10-05;2019-10-05;100;10.0;10.0;10.0;10.0;10.0;8.0;0.07
32911402;https://www.airbnb.com/rooms/32911402;Lovely nest with sunny terrace;1228715;Cristina;t;De Pijp - Rivierenbuurt;Private room in apartment;Private room;1 shared bath;1.0;1.0;"[""Wifi"", ""Coffee maker"", ""Dedicated workspace"", ""Extra pillows and blankets"", ""Essentials"", ""Bed linens"", ""Kitchen"", ""Heating"", ""Dishes and silverware""]";80.0;8;2019-06-12;2019-09-01;100;10.0;10.0;10.0;10.0;9.0;10.0;0.44
32916060;https://www.airbnb.com/rooms/32916060;Amazing central houseboat with view over windmill;69971797;BnB Beheer;f;Oud-Oost;Houseboat;Entire home/apt;1.5 baths;2.0;2.0;"[""Children\u2019s books and toys"", ""Microwave"", ""Single level home"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""High chair"", ""Oven"", ""Patio or balcony"", ""Private entrance"", ""Cable TV"", ""TV"", ""Baby bath"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Fire extinguisher"", ""Kitchen"", ""Cooking basics"", ""Indoor fireplace"", ""Iron"", ""Dishwasher"", ""Dedicated workspace"", ""Paid parking off premises"", ""Dryer"", ""Essentials"", ""Bed linens"", ""Hair dryer"", ""Changing table"", ""Heating"", ""Waterfront"", ""Washer""]";93.0;11;2019-03-22;2019-06-02;96;9.0;10.0;10.0;10.0;10.0;9.0;0.52
32940315;https://www.airbnb.com/rooms/32940315;apartment overlooking the canal/ middle of AMS;29993701;Gosia;f;Centrum-Oost;Entire apartment;Entire home/apt;1 bath;1.0;1.0;"[""Wifi"", ""Oven"", ""Iron"", ""Microwave"", ""Hot water"", ""Hangers"", ""Patio or balcony"", ""Shampoo"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Kitchen"", ""Dishes and silverware"", ""Hair dryer"", ""TV"", ""Heating"", ""Refrigerator"", ""Washer"", ""Cooking basics""]";150.0;6;2019-03-24;2020-02-16;100;10.0;9.0;10.0;10.0;10.0;9.0;0.29
32943714;https://www.airbnb.com/rooms/32943714;Amazing Room near Jordan and Westerpark;333463;L.;f;Westerpark;Private room in apartment;Private room;1 shared bath;1.0;1.0;"[""Lock on bedroom door"", ""Carbon monoxide alarm"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Game console"", ""Oven"", ""Patio or balcony"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Bathtub"", ""Kitchen"", ""Cooking basics"", ""Iron"", ""Dedicated workspace"", ""Essentials"", ""Extra pillows and blankets"", ""Hair dryer"", ""Heating""]";60.0;7;2019-03-25;2020-03-09;97;9.0;10.0;10.0;10.0;10.0;9.0;0.33
32949699;https://www.airbnb.com/rooms/32949699;Eco Spring Room 2.2;5163484;Dave;t;IJburg - Zeeburgereiland;Private room in bed and breakfast;Private room;1 private bath;1.0;1.0;"[""Microwave"", ""Lock on bedroom door"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""High chair"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Crib"", ""Fire extinguisher"", ""Shampoo"", ""Luggage dropoff allowed"", ""Ethernet connection"", ""Iron"", ""Host greets you"", ""Dedicated workspace"", ""Paid parking off premises"", ""Essentials"", ""Bed linens"", ""Hair dryer"", ""Heating""]";65.0;44;2019-03-17;2020-02-22;98;10.0;10.0;10.0;10.0;9.0;9.0;2.07
32956676;https://www.airbnb.com/rooms/32956676;Beautiful apartment with garden in Amsterdam | 2p;248014569;Ruben;t;Bos en Lommer;Entire house;Entire home/apt;1 bath;1.0;1.0;"[""Microwave"", ""Carbon monoxide alarm"", ""Single level home"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Oven"", ""Private entrance"", ""TV"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Kitchen"", ""Cooking basics"", ""Garden or backyard"", ""Iron"", ""Dishwasher"", ""Dedicated workspace"", ""Paid parking off premises"", ""Essentials"", ""Cleaning before checkout"", ""Hair dryer"", ""Heating"", ""Washer""]";99.0;15;2019-04-18;2020-07-26;99;10.0;10.0;10.0;10.0;9.0;9.0;0.74
32974828;https://www.airbnb.com/rooms/32974828;Comfortable ground floor bedroom close to center;8801297;Natalie;t;Bos en Lommer;Private room in apartment;Private room;1 shared bath;1.0;1.0;"[""Wifi"", ""Iron"", ""Microwave"", ""Hot water"", ""Hangers"", ""Lock on bedroom door"", ""Carbon monoxide alarm"", ""Shampoo"", ""Fire extinguisher"", ""Dedicated workspace"", ""Essentials"", ""Extra pillows and blankets"", ""Cable TV"", ""Bed linens"", ""Hair dryer"", ""TV"", ""Heating"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm""]";32.0;121;2019-03-16;2020-11-15;97;10.0;10.0;10.0;10.0;10.0;9.0;5.68
32975120;https://www.airbnb.com/rooms/32975120;Spacious and  cosy family home Amsterdam east;7594884;Ruben, Sarah & Lindy;f;Watergraafsmeer;Entire house;Entire home/apt;2 baths;3.0;3.0;"[""Wifi"", ""Iron"", ""Private entrance"", ""Hangers"", ""Carbon monoxide alarm"", ""Shampoo"", ""Dedicated workspace"", ""Essentials"", ""Kitchen"", ""Cable TV"", ""Bed linens"", ""Hair dryer"", ""TV"", ""Heating"", ""Refrigerator"", ""Washer"", ""Hot tub"", ""Smoke alarm"", ""Stove""]";233.0;6;2019-04-22;2019-08-18;63;7.0;5.0;7.0;9.0;9.0;6.0;0.3
32977084;https://www.airbnb.com/rooms/32977084;"Charming and cozy home in ""Oud Zuid""";128265422;Michel;f;Zuid;Entire apartment;Entire home/apt;1 bath;1.0;1.0;"[""Wifi"", ""Oven"", ""Iron"", ""Patio or balcony"", ""Hangers"", ""Coffee maker"", ""Private entrance"", ""Shampoo"", ""Dryer"", ""Essentials"", ""Kitchen"", ""Dishes and silverware"", ""Hair dryer"", ""TV"", ""Heating"", ""Cooking basics"", ""Washer"", ""Refrigerator""]";200.0;15;2019-04-18;2020-02-15;100;10.0;10.0;9.0;10.0;10.0;10.0;0.74
32982335;https://www.airbnb.com/rooms/32982335;The New Lake Boathouse;35003425;Sandra;t;Zuid;Private room in houseboat;Private room;1.5 baths;1.0;1.0;"[""Microwave"", ""Lock on bedroom door"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Patio or balcony"", ""Private entrance"", ""TV"", ""Stove"", ""Wifi"", ""Hot water"", ""Hangers"", ""Coffee maker"", ""Shower gel"", ""Shampoo"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Kitchen"", ""Cooking basics"", ""Lake access"", ""Garden or backyard"", ""Iron"", ""Host greets you"", ""Long term stays allowed"", ""Dedicated workspace"", ""Essentials"", ""Hair dryer"", ""Heating"", ""Waterfront""]";90.0;70;2019-04-08;2020-07-28;99;10.0;10.0;10.0;10.0;9.0;10.0;3.41
32983731;https://www.airbnb.com/rooms/32983731;Nice room in cozy house near Westerpark!!;7168181;Maarten;t;Westerpark;Private room in apartment;Private room;1 shared bath;1.0;1.0;"[""Microwave"", ""Lock on bedroom door"", ""Carbon monoxide alarm"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Game console"", ""Oven"", ""Patio or balcony"", ""Cable TV"", ""BBQ grill"", ""TV"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Bathtub"", ""Luggage dropoff allowed"", ""Kitchen"", ""Cooking basics"", ""Iron"", ""Dishwasher"", ""Host greets you"", ""Long term stays allowed"", ""Dedicated workspace"", ""Paid parking off premises"", ""Essentials"", ""Hair dryer"", ""Heating"", ""Washer""]";99.0;6;2019-03-24;2019-07-23;97;10.0;10.0;10.0;10.0;10.0;10.0;0.29
33005205;https://www.airbnb.com/rooms/33005205;Family-friendly Mansion in Amsterdam city center;40093487;Sabine;f;Centrum-Oost;Entire apartment;Entire home/apt;2.5 baths;2.0;2.0;"[""Wifi"", ""Iron"", ""Private entrance"", ""Hangers"", ""Carbon monoxide alarm"", ""Shampoo"", ""Fire extinguisher"", ""Dedicated workspace"", ""Essentials"", ""Kitchen"", ""First aid kit"", ""Hair dryer"", ""TV"", ""Heating"", ""Washer"", ""Smoke alarm""]";120.0;4;2019-04-07;2019-04-25;100;10.0;10.0;10.0;10.0;10.0;10.0;0.19
33008449;https://www.airbnb.com/rooms/33008449;Cozy Studio in the Pijp / Next to the Albert Cuyp;73765146;Chun;f;De Pijp - Rivierenbuurt;Entire apartment;Entire home/apt;1.5 baths;;3.0;"[""Microwave"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Oven"", ""Patio or balcony"", ""Private entrance"", ""TV"", ""Stove"", ""Wifi"", ""Hot water"", ""Hangers"", ""Shampoo"", ""Kitchen"", ""Cooking basics"", ""Iron"", ""Long term stays allowed"", ""Dedicated workspace"", ""Paid parking off premises"", ""Dryer"", ""Essentials"", ""Extra pillows and blankets"", ""Bed linens"", ""Hair dryer"", ""Heating""]";206.0;8;2019-04-07;2019-05-27;90;10.0;10.0;10.0;10.0;10.0;9.0;0.39
33034275;https://www.airbnb.com/rooms/33034275;Modern spacious and beautiful 2-Br flat in De Pijp;81277940;Pietro;t;De Pijp - Rivierenbuurt;Entire apartment;Entire home/apt;1 bath;2.0;2.0;"[""Microwave"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Oven"", ""Patio or balcony"", ""Private entrance"", ""Cable TV"", ""TV"", ""Free street parking"", ""Stove"", ""Wifi"", ""Pocket wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Shampoo"", ""Kitchen"", ""Cooking basics"", ""Iron"", ""Dishwasher"", ""Dedicated workspace"", ""Essentials"", ""Extra pillows and blankets"", ""Bed linens"", ""Hair dryer"", ""Heating""]";136.0;10;2019-11-11;2020-10-20;96;10.0;10.0;10.0;10.0;10.0;9.0;0.75
33042149;https://www.airbnb.com/rooms/33042149;Apartment with park view - 15 min from city centre;202021636;Laura;f;De Baarsjes - Oud-West;Entire apartment;Entire home/apt;1 bath;1.0;1.0;"[""Microwave"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Oven"", ""Patio or balcony"", ""Private entrance"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Shampoo"", ""Kitchen"", ""Cooking basics"", ""Dishwasher"", ""Host greets you"", ""Dedicated workspace"", ""Paid parking off premises"", ""Essentials"", ""Bed linens"", ""Heating"", ""Washer""]";120.0;3;2019-07-31;2019-08-25;100;10.0;9.0;9.0;10.0;10.0;8.0;0.18
33042335;https://www.airbnb.com/rooms/33042335;Gezellige eengezinswoning Amsterdam-Noord;61515859;Jurjen;f;Noord-Oost;Entire house;Entire home/apt;1 bath;3.0;4.0;"[""Microwave"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Oven"", ""Private entrance"", ""TV"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Shampoo"", ""Kitchen"", ""Cooking basics"", ""Garden or backyard"", ""Iron"", ""Dishwasher"", ""Essentials"", ""Hair dryer"", ""Heating"", ""Washer""]";175.0;3;2019-04-30;2019-08-13;100;10.0;10.0;10.0;10.0;9.0;10.0;0.15
33090424;https://www.airbnb.com/rooms/33090424;Sleep, swim and relax in new apt 15 min to center;157136894;BnB-Beheer;f;IJburg - Zeeburgereiland;Entire apartment;Entire home/apt;1 bath;1.0;2.0;"[""Microwave"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Oven"", ""Patio or balcony"", ""TV"", ""Stove"", ""Wifi"", ""Hot water"", ""Hangers"", ""Air conditioning"", ""Kitchen"", ""Cooking basics"", ""Iron"", ""Dishwasher"", ""Dedicated workspace"", ""Paid parking off premises"", ""Dryer"", ""Essentials"", ""Hair dryer"", ""Heating"", ""Washer""]";123.0;13;2019-03-31;2019-12-01;92;10.0;10.0;10.0;10.0;9.0;9.0;0.63
33126522;https://www.airbnb.com/rooms/33126522;Comfy Fresh Room in A’dam South. Perfect location;60232307;Natasha;t;Zuid;Private room in apartment;Private room;1.5 shared baths;1.0;1.0;"[""Wifi"", ""Iron"", ""Hot water"", ""Host greets you"", ""Shampoo"", ""Dedicated workspace"", ""Air conditioning"", ""Dryer"", ""Essentials"", ""Private living room"", ""First aid kit"", ""Heating"", ""Refrigerator"", ""Washer"", ""Hot tub"", ""Smoke alarm""]";85.0;50;2019-03-24;2020-02-14;98;10.0;10.0;10.0;10.0;10.0;9.0;2.38
33147473;https://www.airbnb.com/rooms/33147473;Ruim en centraal gelegen appartement+balkon - 85m2;94766363;Darryl;f;Oud-Oost;Entire apartment;Entire home/apt;1 bath;1.0;3.0;"[""Microwave"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Oven"", ""Patio or balcony"", ""Private entrance"", ""TV"", ""Stove"", ""Wifi"", ""Coffee maker"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Bathtub"", ""Kitchen"", ""Cooking basics"", ""Iron"", ""Dishwasher"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Hair dryer"", ""Heating"", ""Washer""]";200.0;5;2019-09-02;2020-08-11;100;10.0;10.0;10.0;10.0;10.0;10.0;0.32
33180317;https://www.airbnb.com/rooms/33180317;Queen-sized bed – vegan food on request!;34178292;Jolien;f;Noord-West;Private room in apartment;Private room;1 shared bath;1.0;1.0;"[""Microwave"", ""Free parking on premises"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Oven"", ""Patio or balcony"", ""TV"", ""Free street parking"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Fire extinguisher"", ""Kitchen"", ""Cooking basics"", ""Iron"", ""Dishwasher"", ""Dedicated workspace"", ""Essentials"", ""Extra pillows and blankets"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Washer""]";90.0;5;2019-04-08;2019-11-10;100;10.0;10.0;10.0;10.0;10.0;10.0;0.24
33186988;https://www.airbnb.com/rooms/33186988;Bright cozy apartment in beautiful Amsterdam West!;13493470;Colette;f;De Baarsjes - Oud-West;Entire apartment;Entire home/apt;1 bath;1.0;1.0;"[""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Oven"", ""Cable TV"", ""TV"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Fire extinguisher"", ""Kitchen"", ""Cooking basics"", ""Iron"", ""Dishwasher"", ""Dedicated workspace"", ""Paid parking off premises"", ""Essentials"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Washer""]";54.0;8;2019-04-06;2019-06-09;100;10.0;10.0;10.0;10.0;10.0;9.0;0.39
33205385;https://www.airbnb.com/rooms/33205385;52m2 family app in trendy&central Amstrdm district;66602290;Martijn;t;De Pijp - Rivierenbuurt;Entire apartment;Entire home/apt;1 bath;2.0;2.0;"[""Microwave"", ""Single level home"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Oven"", ""Patio or balcony"", ""Private entrance"", ""TV"", ""Pack \u2019n Play/travel crib"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Bathtub"", ""Luggage dropoff allowed"", ""Kitchen"", ""Cooking basics"", ""Iron"", ""Dishwasher"", ""Host greets you"", ""Dedicated workspace"", ""Paid parking off premises"", ""Dryer"", ""Essentials"", ""Heating"", ""Washer""]";250.0;10;2019-05-13;2019-06-16;98;10.0;10.0;10.0;10.0;10.0;9.0;0.52
33215047;https://www.airbnb.com/rooms/33215047;Lovely home with roof terrace in vibrant Oud West!;1464510;Wendy And Bram;f;De Baarsjes - Oud-West;Entire apartment;Entire home/apt;1 bath;1.0;2.0;"[""Wifi"", ""Oven"", ""Patio or balcony"", ""Coffee maker"", ""Dishwasher"", ""Fire extinguisher"", ""Bathtub"", ""Dedicated workspace"", ""Essentials"", ""Kitchen"", ""Bed linens"", ""Hair dryer"", ""TV"", ""Heating"", ""Refrigerator"", ""Dishes and silverware"", ""BBQ grill"", ""Smoke alarm"", ""Stove""]";232.0;6;2019-04-07;2019-05-12;97;9.0;9.0;10.0;10.0;10.0;9.0;0.29
33234288;https://www.airbnb.com/rooms/33234288;Secret Suite on top of Faralda Crane Hotel;21831151;Faralda;f;Oud-Noord;Room in boutique hotel;Hotel room;1 bath;1.0;1.0;"[""Carbon monoxide alarm"", ""Free parking on premises"", ""First aid kit"", ""Refrigerator"", ""Hot tub"", ""Smoke alarm"", ""Patio or balcony"", ""Cable TV"", ""TV"", ""Free street parking"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Shower gel"", ""Shampoo"", ""Bathtub"", ""Luggage dropoff allowed"", ""Fire extinguisher"", ""Air conditioning"", ""Lake access"", ""Elevator"", ""Room-darkening shades"", ""Dedicated workspace"", ""Essentials"", ""Extra pillows and blankets"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Keypad"", ""Waterfront""]";1135.0;1;2019-11-05;2019-11-05;100;10.0;8.0;10.0;10.0;10.0;10.0;0.07
33244797;https://www.airbnb.com/rooms/33244797;Lovely room in the heart of Vondelpark;185519027;Pablo;f;Zuid;Private room in apartment;Private room;1 shared bath;1.0;1.0;"[""Wifi"", ""Iron"", ""Hangers"", ""Private living room"", ""Kitchen"", ""Heating"", ""Smoke alarm""]";110.0;2;2019-04-21;2019-04-29;60;6.0;8.0;9.0;8.0;8.0;5.0;0.1
33246644;https://www.airbnb.com/rooms/33246644;New and big family house near city beach and park!;8818537;Karianne;f;Geuzenveld - Slotermeer;Entire townhouse;Entire home/apt;1.5 baths;4.0;3.0;"[""Children\u2019s books and toys"", ""Free parking on premises"", ""First aid kit"", ""Outlet covers"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Paid parking on premises"", ""High chair"", ""Oven"", ""Children\u2019s dinnerware"", ""Private entrance"", ""TV"", ""Baby monitor"", ""Pack \u2019n Play/travel crib"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Crib"", ""Fire extinguisher"", ""Shampoo"", ""Bathtub"", ""Luggage dropoff allowed"", ""Kitchen"", ""Cooking basics"", ""Lake access"", ""Garden or backyard"", ""Iron"", ""Dishwasher"", ""Baby safety gates"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Bed linens"", ""Hair dryer"", ""Changing table"", ""Heating"", ""Waterfront"", ""Washer""]";245.0;1;2019-06-20;2019-06-20;100;10.0;10.0;10.0;10.0;10.0;10.0;0.06
33322403;https://www.airbnb.com/rooms/33322403;Your City Center House near Dam;217864498;Mar En Wil;f;Centrum-West;Entire apartment;Entire home/apt;2 baths;3.0;3.0;"[""Microwave"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Oven"", ""Private entrance"", ""TV"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Shampoo"", ""Kitchen"", ""Cooking basics"", ""Iron"", ""Dishwasher"", ""Host greets you"", ""Dedicated workspace"", ""Essentials"", ""Hair dryer"", ""Heating""]";213.0;13;2019-04-30;2020-09-13;98;10.0;10.0;10.0;10.0;10.0;10.0;0.66
33327211;https://www.airbnb.com/rooms/33327211;Spacious family south  apartment & 2 great cats;7594884;Ruben, Sarah & Lindy;f;Zuid;Entire apartment;Entire home/apt;1 bath;3.0;3.0;"[""Wifi"", ""Iron"", ""Private entrance"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Dedicated workspace"", ""Essentials"", ""Kitchen"", ""First aid kit"", ""Hair dryer"", ""TV"", ""Heating"", ""Washer"", ""Smoke alarm""]";256.0;4;2019-04-25;2020-01-05;93;10.0;9.0;7.0;9.0;10.0;9.0;0.2
33335244;https://www.airbnb.com/rooms/33335244;Ruime kamer met privé badkamer! In hippe buurt.;49855803;Ilse;f;De Baarsjes - Oud-West;Private room in apartment;Private room;1 private bath;1.0;1.0;"[""Wifi"", ""Patio or balcony"", ""Hot water"", ""Hangers"", ""Lock on bedroom door"", ""Host greets you"", ""Fire extinguisher"", ""Shampoo"", ""Luggage dropoff allowed"", ""Essentials"", ""Dryer"", ""Bed linens"", ""First aid kit"", ""Hair dryer"", ""Heating"", ""Washer"", ""Smoke alarm""]";132.0;26;2019-04-07;2020-01-02;99;10.0;10.0;10.0;10.0;10.0;9.0;1.26
33342074;https://www.airbnb.com/rooms/33342074;Spacious apartment in Amsterdam, CLOSE TO THE RAI!;26204728;Sabine;t;De Pijp - Rivierenbuurt;Entire apartment;Entire home/apt;1 bath;1.0;1.0;"[""Microwave"", ""Refrigerator"", ""Dishes and silverware"", ""Paid parking on premises"", ""Oven"", ""Patio or balcony"", ""Private entrance"", ""TV"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Shampoo"", ""Kitchen"", ""Cooking basics"", ""Indoor fireplace"", ""Lockbox"", ""Iron"", ""Dishwasher"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Washer""]";200.0;6;2019-05-23;2020-02-16;97;9.0;9.0;10.0;10.0;10.0;10.0;0.32
33361599;https://www.airbnb.com/rooms/33361599;Modern room in new House close to the old Centre;154703645;Esther;f;Geuzenveld - Slotermeer;Private room in house;Private room;1 shared bath;1.0;1.0;"[""Microwave"", ""Lock on bedroom door"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Oven"", ""Cable TV"", ""TV"", ""Free street parking"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Bathtub"", ""Luggage dropoff allowed"", ""Kitchen"", ""Cooking basics"", ""Lake access"", ""Iron"", ""Dishwasher"", ""Host greets you"", ""Long term stays allowed"", ""Beachfront"", ""Dedicated workspace"", ""Paid parking off premises"", ""Dryer"", ""Essentials"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Waterfront"", ""Washer""]";25.0;87;2019-04-01;2020-11-29;83;8.0;8.0;9.0;9.0;9.0;9.0;4.19
33416292;https://www.airbnb.com/rooms/33416292;Nassau apartment A;251729623;Anke;f;De Baarsjes - Oud-West;Private room in bed and breakfast;Private room;1 private bath;1.0;1.0;"[""Wifi"", ""Iron"", ""Coffee maker"", ""Hangers"", ""Shampoo"", ""Single level home"", ""Essentials"", ""Bed linens"", ""Hair dryer"", ""TV"", ""Heating"", ""Refrigerator"", ""Smoke alarm""]";66.0;19;2019-05-13;2019-12-28;88;9.0;9.0;9.0;9.0;9.0;9.0;0.98
